person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file
22,18000,OWN,1.0,HOMEIMPROVEMENT,3500,0.19,N
23,18000,OWN,3.0,EDUCATION,4000,0.22,N
23,74700,RENT,6.0,PERSONAL,24000,0.32,N
26,88596,RENT,3.0,PERSONAL,24000,0.27,N
25,95000,RENT,4.0,EDUCATION,24000,0.25,N
22,83000,RENT,6.0,DEBTCONSOLIDATION,24000,0.29,N
25,95000,RENT,9.0,VENTURE,24000,0.25,N
21,18000,OWN,3.0,HOMEIMPROVEMENT,4900,0.27,Y
21,18000,OWN,,EDUCATION,5000,0.28,N
26,100000,RENT,5.0,PERSONAL,24000,0.24,N
24,110000,RENT,7.0,VENTURE,24000,0.22,N
24,18000,OWN,0.0,HOMEIMPROVEMENT,6250,0.35,N
22,98000,RENT,7.0,DEBTCONSOLIDATION,24000,0.24,Y
26,103872,RENT,6.0,DEBTCONSOLIDATION,24000,0.23,N
22,120000,RENT,4.0,EDUCATION,24000,0.2,N
24,120000,RENT,1.0,VENTURE,24000,0.2,N
26,108000,RENT,9.0,EDUCATION,24000,0.22,N
24,124080,RENT,4.0,PERSONAL,24000,0.19,Y
23,18000,MORTGAGE,1.0,MEDICAL,2500,0.14,N
24,130000,RENT,7.0,DEBTCONSOLIDATION,24000,0.18,N
25,135000,RENT,8.0,PERSONAL,24000,0.18,N
24,135000,RENT,4.0,HOMEIMPROVEMENT,24000,0.18,N
23,114750,RENT,2.0,MEDICAL,24000,0.18,Y
23,150000,RENT,0.0,EDUCATION,24000,0.16,N
23,138000,RENT,7.0,DEBTCONSOLIDATION,24000,0.17,Y
24,18000,OWN,6.0,PERSONAL,13000,0.72,N
21,18000,OWN,0.0,VENTURE,6250,0.35,N
26,155000,RENT,7.0,DEBTCONSOLIDATION,24000,0.15,N
26,148000,RENT,1.0,EDUCATION,24000,0.16,N
26,170000,RENT,3.0,DEBTCONSOLIDATION,24000,0.14,Y
21,18000,OWN,1.0,PERSONAL,2500,0.14,N
24,43896,RENT,8.0,HOMEIMPROVEMENT,23975,0.55,N
23,120000,RENT,4.0,MEDICAL,23750,0.2,N
24,54996,RENT,2.0,PERSONAL,23600,0.43,N
24,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,10000,0.56,N
25,102000,RENT,9.0,DEBTCONSOLIDATION,23600,0.23,N
23,75000,RENT,3.0,PERSONAL,23575,0.31,N
22,18000,OWN,2.0,MEDICAL,4000,0.22,N
22,18000,OWN,1.0,MEDICAL,5400,0.3,Y
25,18000,MORTGAGE,1.0,MEDICAL,4000,0.22,N
21,18000,OWN,5.0,VENTURE,3375,0.19,N
22,66960,RENT,1.0,VENTURE,23400,0.35,N
22,43385,RENT,7.0,PERSONAL,23000,0.53,N
25,56544,RENT,3.0,EDUCATION,23000,0.41,N
23,60000,RENT,2.0,VENTURE,23000,0.38,N
24,18000,MORTGAGE,3.0,VENTURE,1200,0.07,Y
25,63208,RENT,9.0,EDUCATION,23000,0.36,N
24,65000,RENT,0.0,HOMEIMPROVEMENT,23000,0.35,N
23,68000,RENT,7.0,EDUCATION,23000,0.34,N
22,18000,OWN,1.0,DEBTCONSOLIDATION,3000,0.17,N
25,80000,RENT,9.0,VENTURE,23000,0.29,N
24,88000,RENT,1.0,VENTURE,23000,0.26,N
22,58600,RENT,5.0,MEDICAL,22750,0.39,N
23,70000,RENT,7.0,DEBTCONSOLIDATION,22500,0.32,N
24,18287,OWN,3.0,HOMEIMPROVEMENT,3000,0.16,N
26,69846,RENT,2.0,EDUCATION,22500,0.32,Y
24,73000,RENT,0.0,VENTURE,22400,0.31,Y
24,18500,MORTGAGE,8.0,PERSONAL,5000,0.27,N
23,35000,RENT,2.0,DEBTCONSOLIDATION,22250,0.64,N
25,43000,RENT,9.0,HOMEIMPROVEMENT,22000,0.51,N
25,52000,RENT,4.0,PERSONAL,22000,0.42,N
21,18701,MORTGAGE,0.0,PERSONAL,4200,0.22,Y
22,57000,RENT,6.0,EDUCATION,22000,0.39,N
25,58000,RENT,0.0,MEDICAL,22000,0.38,N
23,60000,RENT,6.0,DEBTCONSOLIDATION,22000,0.37,N
24,60000,RENT,3.0,VENTURE,22000,0.37,Y
25,18840,MORTGAGE,5.0,EDUCATION,3000,0.16,N
26,56000,RENT,7.0,MEDICAL,22000,0.39,N
22,70000,RENT,3.0,EDUCATION,22000,0.31,N
22,66000,RENT,1.0,EDUCATION,22000,0.33,N
23,74064,RENT,3.0,DEBTCONSOLIDATION,22000,0.3,N
24,76597,RENT,5.0,EDUCATION,22000,0.29,N
22,19000,OWN,6.0,MEDICAL,3625,0.19,N
26,77000,RENT,0.0,VENTURE,22000,0.29,N
21,19000,OWN,5.0,MEDICAL,6000,0.32,N
24,80000,RENT,0.0,MEDICAL,22000,0.28,N
26,82600,RENT,10.0,VENTURE,22000,0.27,N
24,19000,OWN,3.0,MEDICAL,7400,0.39,N
25,19000,OWN,3.0,DEBTCONSOLIDATION,4000,0.21,N
23,84000,RENT,3.0,DEBTCONSOLIDATION,22000,0.26,N
25,77650,RENT,8.0,PERSONAL,22000,0.28,N
25,82000,RENT,1.0,EDUCATION,22000,0.27,N
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,3500,0.18,N
23,99996,RENT,3.0,DEBTCONSOLIDATION,22000,0.22,N
23,110000,RENT,0.0,PERSONAL,22000,0.2,N
22,19200,MORTGAGE,6.0,PERSONAL,4950,0.26,N
25,57000,RENT,4.0,PERSONAL,21700,0.38,N
24,54000,RENT,5.0,VENTURE,21600,0.4,N
23,56000,RENT,8.0,MEDICAL,21600,0.39,Y
26,63000,RENT,2.0,DEBTCONSOLIDATION,21600,0.34,Y
22,82000,RENT,3.0,PERSONAL,21600,0.26,Y
22,78000,RENT,6.0,DEBTCONSOLIDATION,21600,0.28,N
22,19200,OWN,0.0,VENTURE,2400,0.13,N
24,112140,RENT,8.0,MEDICAL,21600,0.19,N
24,19200,MORTGAGE,,HOMEIMPROVEMENT,7000,0.36,N
25,19200,OWN,4.0,EDUCATION,3000,0.16,N
24,59000,RENT,5.0,MEDICAL,21500,0.36,N
24,70000,RENT,5.0,HOMEIMPROVEMENT,21500,0.31,N
24,116000,RENT,5.0,EDUCATION,21500,0.19,Y
25,60000,RENT,5.0,EDUCATION,21450,0.36,N
22,31000,RENT,5.0,DEBTCONSOLIDATION,21250,0.69,N
25,47052,RENT,5.0,VENTURE,21250,0.45,N
25,51060,RENT,9.0,VENTURE,21250,0.42,N
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,5000,0.26,Y
22,53000,RENT,3.0,MEDICAL,21250,0.4,N
26,19200,OWN,0.0,EDUCATION,9250,0.48,N
24,56000,RENT,8.0,VENTURE,21250,0.38,Y
24,65000,RENT,4.0,EDUCATION,21250,0.33,Y
21,35000,RENT,3.0,VENTURE,21000,0.6,N
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,1400,0.07,Y
23,19200,MORTGAGE,7.0,MEDICAL,3000,0.16,N
26,40000,RENT,3.0,MEDICAL,21000,0.53,N
25,19200,OWN,2.0,VENTURE,1000,0.05,N
26,42000,RENT,0.0,MEDICAL,21000,0.5,Y
23,63000,RENT,2.0,MEDICAL,21000,0.33,N
26,19200,MORTGAGE,5.0,VENTURE,4000,0.21,N
22,59000,RENT,2.0,PERSONAL,21000,0.36,N
22,70500,RENT,3.0,PERSONAL,21000,0.3,Y
26,65219,RENT,11.0,DEBTCONSOLIDATION,21000,0.32,N
22,75000,RENT,2.0,EDUCATION,21000,0.28,N
22,19200,MORTGAGE,3.0,MEDICAL,5000,0.26,N
25,62047,RENT,9.0,MEDICAL,21000,0.29,Y
24,79000,RENT,8.0,HOMEIMPROVEMENT,21000,0.27,N
23,80000,RENT,3.0,MEDICAL,21000,0.26,N
24,84000,RENT,8.0,MEDICAL,21000,0.25,N
26,85000,RENT,3.0,HOMEIMPROVEMENT,21000,0.25,N
22,93000,RENT,1.0,EDUCATION,21000,0.23,N
26,81000,RENT,10.0,EDUCATION,21000,0.26,Y
26,97000,RENT,1.0,EDUCATION,21000,0.22,N
26,97000,RENT,3.0,EDUCATION,21000,0.22,Y
25,100000,RENT,2.0,PERSONAL,21000,0.21,Y
26,19200,OTHER,0.0,PERSONAL,7500,0.39,Y
21,19253,MORTGAGE,,DEBTCONSOLIDATION,6250,0.32,N
26,125000,RENT,5.0,HOMEIMPROVEMENT,21000,0.17,N
25,125000,RENT,9.0,EDUCATION,21000,0.17,Y
23,82000,RENT,2.0,PERSONAL,20900,0.25,N
21,19500,MORTGAGE,0.0,EDUCATION,15000,0.77,N
26,50000,RENT,7.0,VENTURE,20500,0.41,N
23,70000,RENT,2.0,EDUCATION,20500,0.29,Y
22,19800,OWN,1.0,EDUCATION,2100,0.11,N
123,80004,RENT,2.0,EDUCATION,20400,0.25,N
23,54000,RENT,7.0,PERSONAL,20375,0.38,N
26,26000,RENT,10.0,EDUCATION,20050,0.77,N
24,33000,RENT,1.0,DEBTCONSOLIDATION,20000,0.61,N
23,20000,OWN,0.0,PERSONAL,5000,0.25,N
22,20000,OWN,6.0,PERSONAL,9250,0.46,N
24,35364,RENT,1.0,MEDICAL,20000,0.57,N
25,38000,RENT,4.0,MEDICAL,20000,0.53,N
23,32000,RENT,3.0,DEBTCONSOLIDATION,20000,0.63,N
25,38004,RENT,6.0,MEDICAL,20000,0.53,N
23,20000,MORTGAGE,2.0,MEDICAL,6400,0.32,N
25,38556,RENT,9.0,PERSONAL,20000,0.52,Y
23,32900,RENT,1.0,EDUCATION,20000,0.61,N
25,34000,RENT,10.0,HOMEIMPROVEMENT,20000,0.59,N
24,40000,RENT,4.0,PERSONAL,20000,0.5,N
21,36000,RENT,5.0,MEDICAL,20000,0.56,Y
26,20000,MORTGAGE,5.0,MEDICAL,4800,0.24,N
25,42000,RENT,2.0,EDUCATION,20000,0.48,N
22,42224,RENT,7.0,VENTURE,20000,0.47,N
25,20000,OWN,0.0,PERSONAL,5650,0.28,Y
23,20000,MORTGAGE,7.0,EDUCATION,3625,0.18,Y
22,37212,RENT,6.0,DEBTCONSOLIDATION,20000,0.54,N
25,38000,RENT,9.0,MEDICAL,20000,0.53,N
22,45000,RENT,0.0,EDUCATION,20000,0.44,N
23,45000,RENT,4.0,PERSONAL,20000,0.44,N
24,45000,RENT,8.0,MEDICAL,20000,0.44,N
23,20000,OWN,7.0,MEDICAL,1200,0.06,N
22,45000,RENT,1.0,DEBTCONSOLIDATION,20000,0.44,Y
24,39000,RENT,5.0,MEDICAL,20000,0.51,N
24,46500,RENT,5.0,EDUCATION,20000,0.43,N
22,48000,RENT,7.0,VENTURE,20000,0.42,N
22,42000,RENT,1.0,PERSONAL,20000,0.48,N
22,48500,RENT,1.0,VENTURE,20000,0.41,N
22,20000,OWN,3.0,EDUCATION,7500,0.38,N
23,49400,RENT,0.0,EDUCATION,20000,0.4,N
25,20000,MORTGAGE,1.0,VENTURE,4000,0.2,N
25,50000,RENT,10.0,DEBTCONSOLIDATION,20000,0.4,N
25,50000,RENT,9.0,EDUCATION,20000,0.4,N
22,50000,RENT,6.0,DEBTCONSOLIDATION,20000,0.4,N
22,20000,OWN,1.0,VENTURE,5000,0.25,N
22,44000,RENT,2.0,EDUCATION,20000,0.45,N
24,50866,RENT,6.0,MEDICAL,20000,0.39,N
25,50950,RENT,5.0,HOMEIMPROVEMENT,20000,0.39,N
24,51000,RENT,8.0,VENTURE,20000,0.39,N
22,51000,RENT,5.0,EDUCATION,20000,0.39,N
22,51000,RENT,0.0,EDUCATION,20000,0.39,N
24,51500,RENT,6.0,VENTURE,20000,0.39,N
25,51996,RENT,9.0,VENTURE,20000,0.38,N
25,52000,RENT,1.0,EDUCATION,20000,0.38,N
22,46000,RENT,2.0,DEBTCONSOLIDATION,20000,0.43,Y
26,20000,MORTGAGE,1.0,PERSONAL,1500,0.07,N
24,52000,RENT,8.0,EDUCATION,20000,0.38,Y
25,46000,RENT,9.0,DEBTCONSOLIDATION,20000,0.43,Y
24,52559,RENT,9.0,HOMEIMPROVEMENT,20000,0.38,N
22,47000,RENT,5.0,MEDICAL,20000,0.43,N
22,54000,RENT,2.0,EDUCATION,20000,0.37,N
23,48000,RENT,7.0,MEDICAL,20000,0.42,N
23,48000,RENT,0.0,MEDICAL,20000,0.42,N
23,54000,RENT,1.0,VENTURE,20000,0.37,N
24,48912,RENT,0.0,MEDICAL,20000,0.41,N
26,54996,RENT,8.0,EDUCATION,20000,0.36,N
24,55000,RENT,8.0,HOMEIMPROVEMENT,20000,0.36,N
25,55000,RENT,3.0,DEBTCONSOLIDATION,20000,0.36,N
26,49000,RENT,0.0,HOMEIMPROVEMENT,20000,0.41,N
25,55000,RENT,0.0,VENTURE,20000,0.36,N
22,20000,MORTGAGE,0.0,PERSONAL,16600,0.83,N
23,55000,RENT,5.0,DEBTCONSOLIDATION,20000,0.36,N
25,55200,RENT,7.0,VENTURE,20000,0.36,N
23,20004,MORTGAGE,6.0,PERSONAL,7125,0.36,N
23,57000,RENT,3.0,EDUCATION,20000,0.35,N
22,51012,RENT,1.0,PERSONAL,20000,0.39,Y
23,20004,MORTGAGE,2.0,EDUCATION,2500,0.12,Y
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,3600,0.18,N
22,58000,RENT,0.0,DEBTCONSOLIDATION,20000,0.34,N
23,58800,RENT,7.0,DEBTCONSOLIDATION,20000,0.34,N
26,59000,RENT,10.0,MEDICAL,20000,0.34,N
26,53000,RENT,1.0,PERSONAL,20000,0.38,Y
23,60000,RENT,7.0,MEDICAL,20000,0.33,N
24,54000,RENT,2.0,VENTURE,20000,0.37,N
21,20245,OWN,5.0,VENTURE,3550,0.18,N
26,20280,MORTGAGE,5.0,HOMEIMPROVEMENT,7000,0.35,N
24,60000,RENT,0.0,PERSONAL,20000,0.33,N
24,20352,OWN,3.0,VENTURE,7750,0.38,N
25,54000,RENT,6.0,PERSONAL,20000,0.37,N
24,60000,RENT,8.0,VENTURE,20000,0.33,N
23,54000,RENT,6.0,DEBTCONSOLIDATION,20000,0.37,Y
23,54000,RENT,2.0,PERSONAL,20000,0.37,N
22,60000,RENT,4.0,EDUCATION,20000,0.33,N
25,60000,RENT,2.0,EDUCATION,20000,0.33,N
22,20400,MORTGAGE,6.0,EDUCATION,6000,0.29,Y
24,20400,MORTGAGE,5.0,DEBTCONSOLIDATION,5500,0.27,N
25,60000,RENT,9.0,EDUCATION,20000,0.33,N
25,54000,RENT,1.0,PERSONAL,20000,0.37,Y
24,54000,RENT,1.0,PERSONAL,20000,0.37,Y
23,60000,RENT,3.0,EDUCATION,20000,0.33,N
21,20400,OWN,2.0,EDUCATION,1275,0.06,Y
25,54000,RENT,1.0,DEBTCONSOLIDATION,20000,0.37,N
24,60000,RENT,0.0,PERSONAL,20000,0.33,N
21,20400,OWN,5.0,MEDICAL,2400,0.12,N
24,60000,RENT,8.0,PERSONAL,20000,0.33,N
26,60000,RENT,3.0,HOMEIMPROVEMENT,20000,0.33,N
23,54504,RENT,1.0,PERSONAL,20000,0.37,Y
24,55000,RENT,2.0,VENTURE,20000,0.36,N
24,61000,RENT,2.0,HOMEIMPROVEMENT,20000,0.33,N
22,20400,OWN,0.0,DEBTCONSOLIDATION,3800,0.19,Y
25,62000,RENT,3.0,MEDICAL,20000,0.32,N
24,56000,RENT,3.0,EDUCATION,20000,0.36,Y
21,56000,RENT,4.0,VENTURE,20000,0.36,Y
24,62400,RENT,8.0,HOMEIMPROVEMENT,20000,0.32,N
25,62400,RENT,7.0,VENTURE,20000,0.32,N
25,63000,RENT,3.0,MEDICAL,20000,0.32,N
26,58000,RENT,0.0,DEBTCONSOLIDATION,20000,0.34,N
23,65000,RENT,0.0,MEDICAL,20000,0.31,N
24,20800,OWN,0.0,PERSONAL,5000,0.24,Y
23,65000,RENT,0.0,MEDICAL,20000,0.31,N
23,65000,RENT,7.0,VENTURE,20000,0.31,N
24,20856,OWN,,VENTURE,10000,0.48,N
25,20868,OWN,0.0,VENTURE,5375,0.26,Y
26,59000,RENT,3.0,PERSONAL,20000,0.34,N
23,59000,RENT,7.0,EDUCATION,20000,0.34,N
21,21000,MORTGAGE,5.0,DEBTCONSOLIDATION,3500,0.17,Y
26,65004,RENT,7.0,DEBTCONSOLIDATION,20000,0.31,N
25,59004,RENT,1.0,PERSONAL,20000,0.34,Y
23,59004,RENT,5.0,DEBTCONSOLIDATION,20000,0.34,N
23,65500,RENT,2.0,DEBTCONSOLIDATION,20000,0.31,N
22,66996,RENT,3.0,EDUCATION,20000,0.3,N
23,67000,RENT,0.0,MEDICAL,20000,0.3,N
24,67000,RENT,5.0,HOMEIMPROVEMENT,20000,0.3,Y
26,68000,RENT,10.0,EDUCATION,20000,0.29,N
25,68000,RENT,4.0,PERSONAL,20000,0.29,Y
24,62400,RENT,4.0,DEBTCONSOLIDATION,20000,0.32,N
23,69500,RENT,3.0,VENTURE,20000,0.29,Y
25,70000,RENT,5.0,HOMEIMPROVEMENT,20000,0.29,N
22,70000,RENT,2.0,PERSONAL,20000,0.29,N
25,64000,RENT,0.0,HOMEIMPROVEMENT,20000,0.31,N
25,71004,RENT,9.0,PERSONAL,20000,0.28,N
22,21000,MORTGAGE,4.0,DEBTCONSOLIDATION,3000,0.14,N
23,71004,RENT,8.0,EDUCATION,20000,0.28,N
23,55392,RENT,3.0,MEDICAL,20000,0.31,Y
24,72000,RENT,5.0,MEDICAL,20000,0.28,N
24,21000,OTHER,4.0,PERSONAL,6000,0.29,N
23,66000,RENT,1.0,VENTURE,20000,0.3,N
22,66000,RENT,3.0,DEBTCONSOLIDATION,20000,0.3,N
24,72000,RENT,4.0,HOMEIMPROVEMENT,20000,0.28,Y
24,74000,RENT,0.0,HOMEIMPROVEMENT,20000,0.27,N
22,21120,MORTGAGE,3.0,DEBTCONSOLIDATION,1625,0.08,Y
25,75000,RENT,8.0,DEBTCONSOLIDATION,20000,0.27,N
21,21216,MORTGAGE,5.0,HOMEIMPROVEMENT,4500,0.21,Y
25,21221,MORTGAGE,4.0,VENTURE,8500,0.4,N
24,75000,RENT,4.0,HOMEIMPROVEMENT,20000,0.27,N
26,75000,RENT,5.0,MEDICAL,20000,0.27,N
26,75000,RENT,3.0,EDUCATION,20000,0.27,N
25,75000,RENT,0.0,PERSONAL,20000,0.27,N
22,69000,RENT,6.0,DEBTCONSOLIDATION,20000,0.29,N
22,75000,RENT,2.0,VENTURE,20000,0.27,N
21,21600,MORTGAGE,6.0,PERSONAL,7575,0.35,N
26,21600,OWN,5.0,EDUCATION,5200,0.24,N
24,69000,RENT,0.0,HOMEIMPROVEMENT,20000,0.29,N
23,75600,RENT,3.0,PERSONAL,20000,0.26,Y
23,59497,RENT,0.0,MEDICAL,20000,0.29,N
23,76000,RENT,7.0,MEDICAL,20000,0.26,N
26,70000,RENT,7.0,DEBTCONSOLIDATION,20000,0.29,N
24,70000,RENT,8.0,VENTURE,20000,0.29,N
22,77004,RENT,6.0,DEBTCONSOLIDATION,20000,0.26,N
26,71004,RENT,0.0,HOMEIMPROVEMENT,20000,0.28,Y
21,21600,OWN,,VENTURE,7125,0.33,N
22,21600,MORTGAGE,,EDUCATION,4025,0.19,N
24,21600,MORTGAGE,8.0,MEDICAL,8000,0.37,N
26,78000,RENT,8.0,HOMEIMPROVEMENT,20000,0.26,Y
22,21600,MORTGAGE,,PERSONAL,4000,0.19,N
26,21600,OWN,,MEDICAL,4200,0.19,N
22,21600,MORTGAGE,6.0,VENTURE,1400,0.06,N
123,78000,RENT,7.0,VENTURE,20000,0.26,N
23,61200,RENT,4.0,MEDICAL,20000,0.28,N
21,21600,MORTGAGE,2.0,DEBTCONSOLIDATION,3800,0.18,N
24,72000,RENT,6.0,DEBTCONSOLIDATION,20000,0.28,Y
23,78000,RENT,3.0,VENTURE,20000,0.26,N
23,78500,RENT,7.0,MEDICAL,20000,0.25,Y
23,79000,RENT,5.0,EDUCATION,20000,0.25,Y
23,80000,RENT,4.0,MEDICAL,20000,0.25,N
23,21600,OWN,2.0,VENTURE,6000,0.28,N
22,62900,RENT,6.0,MEDICAL,20000,0.27,N
24,80000,RENT,3.0,VENTURE,20000,0.25,N
25,80000,RENT,7.0,EDUCATION,20000,0.25,N
23,21600,MORTGAGE,7.0,EDUCATION,2000,0.09,N
22,80000,RENT,3.0,EDUCATION,20000,0.25,Y
22,21600,OWN,3.0,VENTURE,8500,0.39,N
26,62900,RENT,2.0,MEDICAL,20000,0.27,N
26,21600,MORTGAGE,0.0,HOMEIMPROVEMENT,1000,0.05,N
25,74004,RENT,2.0,PERSONAL,20000,0.27,Y
25,80004,RENT,9.0,HOMEIMPROVEMENT,20000,0.25,Y
23,80700,RENT,7.0,MEDICAL,20000,0.25,N
22,81000,RENT,3.0,DEBTCONSOLIDATION,20000,0.25,N
24,21600,MORTGAGE,0.0,DEBTCONSOLIDATION,2000,0.09,N
22,82000,RENT,6.0,EDUCATION,20000,0.24,Y
23,76042,RENT,6.0,HOMEIMPROVEMENT,20000,0.26,Y
22,76654,RENT,2.0,EDUCATION,20000,0.26,Y
24,83500,RENT,1.0,EDUCATION,20000,0.24,N
26,21600,OWN,,VENTURE,3000,0.14,N
23,84000,RENT,7.0,PERSONAL,20000,0.24,N
25,84000,RENT,9.0,EDUCATION,20000,0.24,N
23,21600,OWN,0.0,EDUCATION,4400,0.2,N
21,21600,MORTGAGE,2.0,DEBTCONSOLIDATION,10000,0.46,N
24,78996,RENT,2.0,HOMEIMPROVEMENT,20000,0.25,N
23,85000,RENT,0.0,MEDICAL,20000,0.24,N
25,85000,RENT,3.0,DEBTCONSOLIDATION,20000,0.24,N
26,73000,RENT,3.0,PERSONAL,20000,0.27,N
21,21816,MORTGAGE,2.0,PERSONAL,1500,0.07,N
23,21840,OWN,1.0,VENTURE,9000,0.41,N
25,85000,RENT,4.0,HOMEIMPROVEMENT,20000,0.24,N
24,21948,MORTGAGE,2.0,VENTURE,4000,0.18,N
22,87000,RENT,5.0,DEBTCONSOLIDATION,20000,0.23,N
23,21996,OWN,4.0,PERSONAL,6000,0.27,N
22,90000,RENT,5.0,PERSONAL,20000,0.22,N
23,78000,RENT,0.0,HOMEIMPROVEMENT,20000,0.26,Y
24,90000,RENT,9.0,DEBTCONSOLIDATION,20000,0.22,N
23,90000,RENT,2.0,MEDICAL,20000,0.22,N
26,90000,RENT,10.0,MEDICAL,20000,0.22,N
22,22000,MORTGAGE,6.0,EDUCATION,7000,0.32,N
23,90000,RENT,0.0,DEBTCONSOLIDATION,20000,0.22,N
25,91229,RENT,2.0,EDUCATION,20000,0.22,N
26,22000,MORTGAGE,3.0,DEBTCONSOLIDATION,3825,0.17,N
22,92000,RENT,6.0,VENTURE,20000,0.22,Y
22,22000,MORTGAGE,3.0,VENTURE,6500,0.3,N
25,22000,MORTGAGE,9.0,EDUCATION,5875,0.27,N
25,92407,RENT,9.0,MEDICAL,20000,0.22,N
22,22000,MORTGAGE,0.0,MEDICAL,2400,0.11,N
24,22000,MORTGAGE,8.0,PERSONAL,8000,0.36,N
26,93492,RENT,0.0,DEBTCONSOLIDATION,20000,0.21,N
23,22000,MORTGAGE,5.0,DEBTCONSOLIDATION,1550,0.07,N
22,94500,RENT,2.0,PERSONAL,20000,0.21,N
23,83000,RENT,7.0,DEBTCONSOLIDATION,20000,0.24,N
23,95000,RENT,2.0,EDUCATION,20000,0.21,N
24,95000,RENT,4.0,HOMEIMPROVEMENT,20000,0.21,Y
21,22000,OWN,5.0,VENTURE,7350,0.33,N
23,96000,RENT,1.0,MEDICAL,20000,0.21,N
22,22000,MORTGAGE,6.0,PERSONAL,7200,0.33,N
22,85200,RENT,6.0,VENTURE,20000,0.23,Y
22,98000,RENT,2.0,EDUCATION,20000,0.2,N
24,22000,OWN,1.0,DEBTCONSOLIDATION,3000,0.14,Y
23,99000,RENT,7.0,EDUCATION,20000,0.2,N
21,22000,OWN,2.0,DEBTCONSOLIDATION,4000,0.18,N
22,22000,OWN,1.0,DEBTCONSOLIDATION,8500,0.39,N
24,99996,RENT,0.0,HOMEIMPROVEMENT,20000,0.2,Y
25,87996,RENT,0.0,HOMEIMPROVEMENT,20000,0.23,N
26,22000,OWN,6.0,VENTURE,7500,0.34,N
25,100000,RENT,9.0,HOMEIMPROVEMENT,20000,0.2,N
25,100000,RENT,9.0,HOMEIMPROVEMENT,20000,0.2,Y
25,22000,OWN,0.0,VENTURE,7500,0.34,Y
23,22080,MORTGAGE,3.0,EDUCATION,6700,0.3,N
22,74800,RENT,3.0,MEDICAL,20000,0.23,Y
23,74800,RENT,1.0,MEDICAL,20000,0.23,Y
22,100000,RENT,0.0,PERSONAL,20000,0.2,N
25,22260,MORTGAGE,9.0,PERSONAL,6400,0.29,N
26,22296,OWN,,PERSONAL,5400,0.24,N
26,104000,RENT,0.0,DEBTCONSOLIDATION,20000,0.19,N
23,93000,RENT,6.0,PERSONAL,20000,0.22,N
23,95000,RENT,0.0,DEBTCONSOLIDATION,20000,0.21,Y
25,108000,RENT,0.0,HOMEIMPROVEMENT,20000,0.19,N
25,96901,RENT,3.0,PERSONAL,20000,0.21,N
23,110000,RENT,3.0,EDUCATION,20000,0.18,N
22,110000,RENT,7.0,EDUCATION,20000,0.18,N
22,110000,RENT,6.0,DEBTCONSOLIDATION,20000,0.18,N
24,110000,RENT,1.0,PERSONAL,20000,0.18,N
23,110000,RENT,2.0,VENTURE,20000,0.18,N
22,22800,MORTGAGE,5.0,PERSONAL,2000,0.09,N
22,22800,MORTGAGE,0.0,HOMEIMPROVEMENT,7125,0.31,N
23,22800,MORTGAGE,2.0,PERSONAL,3000,0.13,N
25,85000,RENT,7.0,MEDICAL,20000,0.2,N
23,22800,MORTGAGE,3.0,PERSONAL,4800,0.21,N
22,22800,MORTGAGE,,PERSONAL,8300,0.36,Y
23,120000,RENT,4.0,MEDICAL,20000,0.17,N
24,22800,OWN,3.0,HOMEIMPROVEMENT,4750,0.21,N
24,121000,RENT,8.0,VENTURE,20000,0.17,N
23,125000,RENT,7.0,VENTURE,20000,0.16,N
22,22800,MORTGAGE,0.0,EDUCATION,3000,0.13,N
25,130000,RENT,0.0,PERSONAL,20000,0.15,N
26,130000,RENT,10.0,DEBTCONSOLIDATION,20000,0.15,Y
23,22884,MORTGAGE,4.0,EDUCATION,6000,0.26,N
24,133000,RENT,3.0,EDUCATION,20000,0.15,Y
22,23000,MORTGAGE,5.0,DEBTCONSOLIDATION,10625,0.46,N
21,23000,MORTGAGE,2.0,MEDICAL,7000,0.3,N
25,140000,RENT,9.0,EDUCATION,20000,0.14,N
24,138000,RENT,2.0,VENTURE,20000,0.14,Y
23,23000,MORTGAGE,7.0,HOMEIMPROVEMENT,3600,0.16,Y
26,148000,RENT,1.0,DEBTCONSOLIDATION,20000,0.14,N
22,160000,RENT,6.0,PERSONAL,20000,0.13,N
22,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,4800,0.21,N
26,160000,RENT,3.0,HOMEIMPROVEMENT,20000,0.13,N
26,168000,RENT,1.0,VENTURE,20000,0.12,N
26,172500,RENT,3.0,HOMEIMPROVEMENT,20000,0.12,N
21,23000,MORTGAGE,6.0,DEBTCONSOLIDATION,3000,0.13,N
25,175000,RENT,3.0,DEBTCONSOLIDATION,20000,0.11,Y
25,23000,MORTGAGE,,HOMEIMPROVEMENT,4400,0.19,N
25,58000,RENT,9.0,MEDICAL,19900,0.34,N
26,116000,RENT,10.0,MEDICAL,19800,0.17,N
26,19500,RENT,0.0,MEDICAL,500,0.03,N
25,23000,MORTGAGE,4.0,PERSONAL,10000,0.43,Y
21,19000,RENT,0.0,EDUCATION,700,0.04,N
22,23000,MORTGAGE,4.0,EDUCATION,7000,0.3,Y
